EmployeId,Name,Gender,Age,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,Education,Satisfaction,Engagement,Level,Role,Daily,Hour,Monthly,MonthlyRate,Work Experience,OverTime,SalaryHike,Last Rating,Hours,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
IDRD886,Jody,M,37,Single,Yes,Mostly,Research & Development,3,Life Sciences,3,2,2,Healthcare Representative,1490,81,4912,22633,4,No,11,3,80,2,3,8,4,0,7,9
IDSL046,Joe,M,46,Married,No,Sometimes,Sales,2,Marketing,3,4,2,Sales Executive,824,69,6375,24002,1,Yes,19,3,80,3,4,7,7,0,7,2
IDHR012,Joel,M,51,Married,No,Sometimes,Human Resources,3,Marketing,3,3,4,Manager,916,62,17196,19721,6,No,12,3,80,6,3,5,4,4,3,2
IDRD632,Joey,M,50,Married,No,No,Research & Development,2,Life Sciences,3,3,5,Manager,1127,85,19306,25092,3,No,13,3,80,2,3,7,7,4,4,29
IDRD628,Johanna,F,32,Married,No,Mostly,Research & Development,1,Life Sciences,3,4,2,Laboratory Technician,704,85,4676,24896,2,No,11,3,80,2,2,3,7,1,5,18
IDSL001,John,M,23,Single,No,Mostly,Sales,1,Life Sciences,2,3,1,Sales Representative,599,97,2036,25232,1,No,14,3,80,3,3,1,0,0,0,6
IDSL214,Johnathan,M,39,Married,Yes,Mostly,Sales,1,Medical,3,1,3,Sales Executive,738,32,10546,4332,4,Yes,11,3,80,2,1,8,7,7,7,8
IDRD416,Johnnie,M,26,Married,No,Sometimes,Research & Development,4,Medical,1,2,1,Laboratory Technician,1197,90,2864,16654,1,No,12,3,80,2,2,2,2,2,2,2
IDRD685,Johnnie,F,32,Married,No,Sometimes,Research & Development,4,Other,1,2,1,Research Scientist,193,87,2781,7704,4,No,19,3,80,2,2,4,3,1,2,27
IDRD152,Johnny,M,42,Married,No,Sometimes,Research & Development,4,Technical Degree,4,3,2,Manufacturing Director,340,35,5730,14648,2,No,17,3,80,5,3,3,2,1,2,2
IDRD856,Jolene,F,32,Divorced,No,No,Research & Development,4,Medical,1,2,2,Healthcare Representative,1383,42,5343,19824,2,Yes,11,3,80,3,3,3,2,2,2,12
IDHR017,Jon,M,40,Divorced,No,Mostly,Human Resources,4,Life Sciences,2,3,5,Manager,536,89,17628,8045,1,Yes,22,4,80,2,3,20,7,10,4,2
IDRD548,Jonah,M,27,Married,No,Sometimes,Research & Development,4,Life Sciences,1,2,1,Research Scientist,928,62,8492,20927,1,No,12,3,80,4,1,2,2,1,1,2
IDRD038,Jonathan,M,31,Divorced,Yes,No,Research & Development,4,Life Sciences,1,3,2,Manufacturing Director,117,75,5800,12483,1,No,12,3,80,0,2,11,6,0,10,1
IDSL261,Jonathon,M,41,Married,No,Sometimes,Sales,4,Marketing,1,2,4,Sales Executive,696,63,10929,19934,2,No,13,3,80,3,2,3,2,2,2,20
IDSL439,Joni,F,30,Single,Yes,Sometimes,Sales,3,Medical,3,1,1,Sales Representative,281,66,2524,3044,1,Yes,13,3,80,1,4,1,0,0,0,1
IDRD113,Jordan,M,18,Divorced,Yes,Sometimes,Research & Development,5,Life Sciences,3,3,1,Laboratory Technician,270,41,4756,15689,1,No,17,3,80,1,4,5,5,0,3,10
IDRD349,Jordan,F,20,Single,Yes,No,Research & Development,3,Medical,2,2,1,Laboratory Technician,568,80,2547,9452,1,Yes,20,4,80,2,4,1,0,0,0,28
IDSL302,Jordyn,F,46,Single,No,Sometimes,Sales,3,Life Sciences,2,4,2,Sales Executive,437,87,8837,7962,1,No,13,3,80,3,4,19,7,8,8,1
IDSL166,Jorge,M,53,Divorced,No,Mostly,Sales,2,Medical,3,2,4,Manager,143,67,10430,17472,2,No,13,3,80,3,1,5,4,0,3,6
IDSL031,Jose,M,45,Divorced,No,Sometimes,Sales,5,Other,3,2,4,Manager,1152,62,16183,20258,3,No,11,3,80,5,3,9,0,0,8,2
IDRD005,Joseph,M,49,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,2,Research Scientist,400,41,7503,15520,4,No,13,3,80,3,3,7,6,1,1,7
IDRD156,Josephine,F,36,Married,No,Mostly,Research & Development,4,Life Sciences,3,3,1,Research Scientist,909,98,3022,10570,0,No,15,3,80,2,2,11,8,3,9,2
IDRD019,Joshua,M,55,Married,No,Sometimes,Research & Development,4,Life Sciences,3,3,4,Research Director,130,55,17226,19506,3,Yes,18,3,80,2,3,14,13,3,11,8
IDRD399,Josiah,M,21,Single,No,Sometimes,Research & Development,1,Technical Degree,4,3,1,Research Scientist,531,77,2398,5335,3,Yes,17,3,80,3,2,2,2,0,1,8
IDSL288,Josie,F,41,Married,No,Mostly,Sales,2,Medical,2,3,1,Sales Representative,1298,49,2501,8919,7,No,11,3,80,3,3,3,2,2,2,2
IDRD672,Josue,M,20,Divorced,No,Mostly,Research & Development,3,Medical,4,3,1,Laboratory Technician,390,44,3358,9144,1,No,15,3,80,2,2,4,0,0,4,1
IDSL159,Joy,F,41,Single,No,Sometimes,Sales,4,Life Sciences,1,3,3,Sales Executive,337,79,18662,22880,0,Yes,12,3,80,4,3,8,7,7,7,2
IDRD084,Joyce,F,43,Divorced,No,Mostly,Research & Development,2,Life Sciences,3,3,4,Healthcare Representative,1471,40,10408,23674,7,No,13,3,80,5,4,9,7,0,0,15
IDSL059,Juan,M,29,Divorced,No,Sometimes,Sales,2,Other,3,2,3,Sales Executive,1204,84,5369,7029,1,No,13,3,80,1,3,5,5,5,7,14
IDRD244,Juanita,F,41,Divorced,Yes,Sometimes,Research & Development,4,Life Sciences,1,3,1,Laboratory Technician,850,78,1118,11893,1,No,18,3,80,3,3,3,3,2,2,1
IDSL377,Jude,M,36,Divorced,No,Sometimes,Sales,4,Life Sciences,3,3,2,Sales Executive,1103,50,8866,16540,2,Yes,11,3,80,3,3,1,8,0,0,19
IDHR006,Judith,F,31,Married,No,Sometimes,Human Resources,1,Medical,2,3,1,Human Resources,1020,90,2403,14157,1,No,13,3,80,5,2,6,2,0,2,1
IDRD115,Judy,F,37,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,1,Laboratory Technician,1049,51,2441,2125,1,No,12,3,80,3,4,4,2,0,0,4
IDSL042,Julia,F,35,Married,No,No,Sales,2,Life Sciences,2,4,3,Sales Executive,580,62,5264,24995,1,No,11,3,80,3,2,15,7,4,4,10
IDSL102,Julian,M,28,Married,No,Mostly,Sales,1,Life Sciences,3,2,2,Sales Executive,223,69,8667,4550,0,No,17,3,80,3,3,8,7,1,7,2
IDRD589,Juliana,F,28,Married,No,No,Research & Development,2,Life Sciences,3,2,2,Healthcare Representative,1053,80,4934,6236,1,Yes,11,3,80,3,3,5,4,0,3,14
IDRD711,Julianna,F,41,Married,No,No,Research & Development,4,Medical,4,3,3,Healthcare Representative,534,80,1223,9333,8,No,13,3,80,3,3,2,2,2,2,3
IDSL425,Julianne,F,45,Married,No,Sometimes,Sales,5,Life Sciences,1,3,3,Sales Executive,111,64,7267,26850,5,No,12,3,80,2,4,7,7,0,0,6
IDSL036,Julie,F,21,Single,No,Sometimes,Sales,3,Life Sciences,4,2,1,Sales Representative,984,68,2587,9711,6,No,20,4,80,3,3,5,3,1,2,9
IDSL431,Juliet,F,42,Divorced,No,Sometimes,Sales,3,Marketing,2,3,2,Sales Executive,1007,74,6045,2137,5,No,11,3,80,3,3,5,3,1,3,2
IDRD579,Julio,M,32,Divorced,Yes,Mostly,Research & Development,2,Life Sciences,1,2,2,Manufacturing Director,874,47,4813,17260,2,Yes,13,3,80,2,3,4,0,1,2,9
IDHR037,Julius,M,28,Married,No,Sometimes,Human Resources,3,Life Sciences,3,3,3,Human Resources,743,43,7594,14065,1,Yes,13,3,80,2,3,3,2,0,2,1
IDRD252,June,F,31,Single,No,Sometimes,Research & Development,3,Life Sciences,4,4,2,Healthcare Representative,1142,89,5160,16357,3,No,18,3,80,2,3,9,0,2,0,9
IDSL363,Junior,M,46,Married,Yes,Sometimes,Sales,3,Life Sciences,2,2,3,Sales Executive,443,79,10377,25432,4,No,14,3,80,5,4,13,9,2,10,8
IDRD042,Justin,M,38,Divorced,No,Sometimes,Research & Development,4,Medical,3,3,1,Research Scientist,534,55,3878,19302,4,Yes,12,3,80,3,3,2,4,2,2,1
IDRD754,Justine,F,47,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,Research Scientist,1319,64,2774,18116,2,No,25,4,80,2,3,3,2,2,2,10
IDRD580,Kaden,M,35,Married,No,Sometimes,Research & Development,5,Life Sciences,4,1,1,Sales Representative,489,48,6515,7963,7,Yes,17,3,80,4,3,1,4,1,0,2
IDRD740,Kai,M,33,Single,No,No,Research & Development,3,Other,3,1,2,Healthcare Representative,211,51,6911,10602,1,No,13,3,80,2,3,10,8,1,8,27
IDRD794,Kaiden,M,25,Married,No,Sometimes,Research & Development,1,Life Sciences,3,3,1,Research Scientist,1495,68,3324,23145,1,Yes,13,3,80,4,4,3,2,1,2,25
IDSL283,Kaitlin,F,34,Single,No,Mostly,Sales,5,Technical Degree,2,3,3,Sales Executive,1000,84,9449,23868,1,Yes,14,3,80,2,3,10,9,0,14,15
IDRD293,Kaitlyn,F,35,Married,No,Sometimes,Research & Development,3,Medical,4,2,1,Laboratory Technician,111,92,2948,9628,1,No,11,3,80,3,3,10,6,5,17,2
IDRD496,Kaleb,M,42,Married,No,Sometimes,Research & Development,4,Life Sciences,3,2,5,Research Director,125,36,13406,19479,1,No,16,3,80,3,3,23,16,11,11,27
IDRD884,Kameron,M,21,Divorced,No,Mostly,Research & Development,3,Medical,4,3,1,Research Scientist,687,87,2461,9867,7,No,13,3,80,2,2,3,2,0,3,23
IDSL200,Kara,F,23,Single,Yes,Sometimes,Sales,3,Medical,1,3,1,Sales Representative,1353,54,1325,18153,1,Yes,13,3,80,2,3,1,0,0,2,12
IDRD030,Karen,F,38,Married,No,Sometimes,Research & Development,3,Life Sciences,1,3,1,Laboratory Technician,516,60,3887,16770,0,No,18,3,80,4,3,1,0,0,0,1
IDSL275,Kari,F,31,Married,Yes,Sometimes,Sales,5,Life Sciences,2,2,1,Sales Representative,1367,53,1212,9205,3,No,11,3,80,4,3,6,0,0,0,1
IDSL435,Karin,F,22,Married,No,Sometimes,Sales,1,Life Sciences,4,3,2,Sales Executive,1490,55,4587,21472,1,Yes,14,3,80,2,3,3,5,1,3,14
IDSL284,Karina,F,36,Married,No,Sometimes,Sales,5,Marketing,1,3,1,Sales Representative,1263,31,2893,20030,1,No,15,3,80,2,3,5,2,0,2,10
IDSL205,Karl,M,37,Married,No,Sometimes,Sales,1,Marketing,2,4,2,Sales Executive,1212,84,6218,19739,6,No,12,3,80,2,3,5,4,1,4,27
IDRD446,Karla,F,37,Single,No,Sometimes,Research & Development,2,Medical,4,4,2,Laboratory Technician,849,40,4496,16590,2,No,12,3,80,2,3,1,8,0,7,1
IDRD846,Kasey,F,35,Married,No,Sometimes,Research & Development,3,Life Sciences,1,3,2,Research Scientist,246,61,5459,6975,1,No,15,3,80,2,3,8,7,0,7,13
IDRD871,Kassandra,F,27,Single,Yes,Sometimes,Research & Development,4,Life Sciences,2,3,2,Research Scientist,770,43,4288,9407,1,No,16,3,80,2,3,4,4,1,2,4
IDRD454,Kate,F,34,Divorced,No,No,Research & Development,2,Life Sciences,3,4,1,Laboratory Technician,814,95,5790,14270,2,No,12,3,80,5,4,9,1,0,0,21
IDRD345,Katelyn,F,22,Divorced,No,Sometimes,Research & Development,3,Technical Degree,3,3,1,Laboratory Technician,370,44,2571,3490,1,No,16,3,80,3,4,5,3,1,2,19
IDRD922,Katelynn,F,36,Married,No,No,Research & Development,4,Medical,1,2,3,Research Director,345,61,10570,15025,4,No,12,3,80,0,2,8,4,0,0,14
IDRD734,Katharine,F,32,Married,No,Sometimes,Research & Development,4,Medical,4,3,2,Research Scientist,1411,76,1761,5101,4,No,12,3,80,2,3,1,0,0,0,10
IDRD060,Katherine,F,27,Married,No,Sometimes,Research & Development,1,Life Sciences,3,3,1,Research Scientist,131,50,2723,7973,1,Yes,13,3,80,2,3,2,2,2,2,15
IDRD054,Kathleen,F,51,Single,Yes,Mostly,Research & Development,1,Medical,3,3,3,Research Director,1203,55,10096,8245,6,No,25,4,80,0,2,2,6,7,7,1
IDSL043,Kathryn,F,25,Single,No,Sometimes,Sales,3,Marketing,2,3,1,Sales Representative,586,73,2890,16903,1,No,18,3,80,3,2,1,0,0,4,26
IDRD144,Kathy,F,42,Single,No,No,Research & Development,4,Medical,2,3,3,Research Director,323,68,7484,23275,3,No,11,3,80,6,2,9,2,2,1,24
IDSL085,Katie,F,31,Married,No,Sometimes,Sales,4,Medical,4,4,1,Human Resources,442,96,5442,2243,1,Yes,13,3,80,4,3,3,2,2,0,26
IDSL195,Katrina,F,44,Married,No,Sometimes,Sales,4,Marketing,4,3,2,Sales Executive,1305,55,4033,4998,5,No,18,3,80,3,3,0,0,0,0,3
IDRD425,Kay,F,41,Single,Yes,Sometimes,Research & Development,3,Life Sciences,1,2,2,Healthcare Representative,747,54,1118,23854,8,No,14,3,80,2,2,4,2,1,0,20
IDSL315,Kayden,M,45,Divorced,No,Mostly,Sales,4,Life Sciences,3,3,4,Sales Executive,286,83,15308,12389,3,No,11,3,80,5,3,1,0,0,0,16
IDRD133,Kayla,F,55,Married,No,Mostly,Research & Development,4,Life Sciences,3,3,4,Manufacturing Director,449,90,19812,3652,4,No,11,3,80,2,3,1,0,0,0,1
IDRD359,Kaylee,F,47,Single,No,Sometimes,Research & Development,3,Life Sciences,3,3,2,Manufacturing Director,1336,45,4411,26239,6,No,13,3,80,2,3,3,2,0,2,1
IDRD894,Kayleigh,F,21,Single,Yes,Sometimes,Research & Development,3,Medical,1,3,1,Research Scientist,1048,76,1466,14706,1,Yes,18,3,80,2,2,3,1,2,0,11
IDRD819,Keegan,M,51,Married,No,Mostly,Research & Development,4,Medical,4,3,3,Healthcare Representative,351,95,8745,5911,3,No,11,3,80,2,3,7,7,2,7,2
IDRD903,Keira,F,30,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,3,Manager,599,90,17931,12902,3,No,11,3,80,3,1,15,13,4,12,6
IDRD095,Keith,M,29,Single,Yes,Sometimes,Research & Development,2,Other,4,3,1,Laboratory Technician,594,69,1169,25752,1,Yes,11,3,80,2,3,1,0,0,0,5
IDRD696,Kelley,F,44,Married,No,Mostly,Research & Development,4,Life Sciences,3,3,1,Laboratory Technician,1133,50,2116,3189,9,No,13,3,80,2,2,3,2,1,2,1
IDSL247,Kelli,F,40,Married,Yes,Sometimes,Sales,3,Medical,4,3,3,Sales Executive,871,33,1129,14566,9,No,18,3,80,1,2,11,0,4,9,1
IDRD635,Kellie,F,33,Single,No,Sometimes,Research & Development,3,Life Sciences,4,2,1,Laboratory Technician,579,47,2389,6058,2,Yes,16,3,80,2,2,4,2,0,2,2
IDRD087,Kelly,F,29,Single,No,Sometimes,Research & Development,3,Medical,4,4,1,Laboratory Technician,498,94,2239,8092,1,Yes,13,3,80,3,3,8,2,0,1,18
IDRD466,Kelly,M,34,Married,No,Sometimes,Research & Development,2,Life Sciences,3,4,1,Laboratory Technician,859,66,2966,5245,9,No,24,4,80,2,3,5,1,0,2,15
IDRD310,Kelsey,F,31,Divorced,No,Sometimes,Research & Development,3,Medical,4,3,1,Research Scientist,134,33,3008,21914,3,Yes,13,3,80,2,4,9,7,0,7,9
IDRD649,Kelvin,M,27,Married,No,Sometimes,Research & Development,3,Life Sciences,2,2,1,Research Scientist,277,87,2206,19312,1,No,14,3,80,2,2,2,2,2,2,3
IDRD878,Ken,M,29,Married,No,Sometimes,Research & Development,1,Technical Degree,3,2,1,Laboratory Technician,1180,54,2146,2243,1,Yes,15,3,80,2,3,1,7,0,0,17
IDRD587,Kendall,F,41,Single,Yes,Mostly,Research & Development,2,Life Sciences,1,2,2,Laboratory Technician,649,78,5849,10164,0,Yes,17,3,80,2,3,10,7,0,7,5
IDRD837,Kendall,M,26,Single,Yes,Sometimes,Research & Development,3,Medical,4,3,2,Healthcare Representative,661,59,4664,17298,1,No,19,3,80,6,4,4,4,7,1,7
IDSL210,Kendra,F,51,Married,Yes,Mostly,Sales,3,Marketing,3,3,3,Manager,409,65,19783,25924,9,Yes,12,3,80,3,2,11,7,5,7,7
IDRD940,Kendrick,M,30,Divorced,No,Sometimes,Research & Development,4,Technical Degree,4,2,2,Healthcare Representative,1397,62,6941,18940,4,Yes,14,3,80,2,3,10,8,7,8,16
IDRD521,Kennedy,F,55,Divorced,Yes,Sometimes,Research & Development,3,Medical,3,3,2,Research Scientist,1219,31,4704,7062,1,Yes,17,3,80,2,3,11,0,1,9,16
IDSL007,Kenneth,M,31,Divorced,No,Mostly,Sales,3,Technical Degree,3,3,2,Sales Executive,613,41,4338,11498,4,No,16,3,80,3,2,8,4,3,1,3
IDRD654,Kenny,M,59,Married,Yes,Mostly,Research & Development,3,Life Sciences,4,3,1,Research Scientist,1415,87,2072,14638,3,Yes,16,3,80,2,3,1,0,0,0,21
IDSL260,Kent,M,35,Divorced,No,Sometimes,Sales,4,Medical,3,3,2,Sales Executive,326,34,4741,14480,1,No,19,3,80,3,3,4,5,1,7,6
IDRD851,Keri,F,28,Divorced,No,Sometimes,Research & Development,2,Medical,4,3,1,Research Scientist,1481,46,4630,11359,1,No,12,3,80,2,3,2,2,1,2,1
IDRD774,Kerri,F,50,Married,No,Mostly,Research & Development,1,Life Sciences,3,3,1,Laboratory Technician,979,73,3449,3552,1,Yes,15,3,80,3,2,0,6,0,4,2
IDRD636,Kerry,F,41,Single,Yes,Sometimes,Research & Development,4,Life Sciences,1,3,1,Laboratory Technician,822,57,4366,20256,8,Yes,16,3,80,2,4,1,0,0,0,16
IDRD648,Kerry,M,26,Married,No,Sometimes,Research & Development,2,Technical Degree,3,3,1,Laboratory Technician,366,80,3857,17358,1,No,11,3,80,3,3,4,2,0,3,9
IDRD022,Kevin,M,28,Married,No,Sometimes,Research & Development,3,Medical,1,3,1,Research Scientist,831,49,4994,24115,1,No,14,3,80,2,3,5,4,0,3,15
IDRD785,Khloe,F,32,Married,No,Mostly,Research & Development,1,Technical Degree,2,3,2,Healthcare Representative,1109,34,1118,25279,1,No,20,4,80,2,3,10,9,3,8,7
IDRD671,Kiara,F,49,Married,No,Sometimes,Research & Development,4,Life Sciences,2,2,5,Research Director,492,85,17528,14761,2,No,12,3,80,2,2,7,7,1,7,4
IDRD265,Kim,F,25,Divorced,No,No,Research & Development,2,Life Sciences,1,2,1,Laboratory Technician,556,63,5648,23035,0,No,11,3,80,2,3,3,2,1,2,12
IDRD820,Kim,M,26,Single,Yes,Mostly,Research & Development,3,Medical,2,3,1,Research Scientist,430,51,2056,10035,1,No,13,3,80,3,2,4,2,2,3,4
IDRD739,Kimberley,F,49,Married,No,Mostly,Research & Development,3,Medical,1,3,3,Healthcare Representative,1015,34,13487,25515,1,No,13,3,80,3,2,14,16,15,13,4
IDSL018,Kimberly,F,35,Married,Yes,Sometimes,Sales,3,Life Sciences,2,1,2,Sales Executive,349,96,6047,16586,7,No,17,3,80,4,3,4,2,0,1,2
IDRD801,Kira,F,49,Married,No,Sometimes,Research & Development,4,Medical,4,3,1,Research Scientist,107,49,4406,10899,1,No,17,3,80,6,3,2,2,2,2,2
IDRD530,Kirk,M,42,Divorced,No,Mostly,Research & Development,3,Life Sciences,1,4,2,Laboratory Technician,938,59,6339,12973,5,Yes,13,3,80,2,3,8,7,1,7,8
IDRD600,Kirsten,F,25,Married,No,Mostly,Research & Development,1,Life Sciences,4,2,1,Research Scientist,1246,81,2263,15533,1,No,20,4,80,0,4,1,0,0,0,26
IDHR035,Krista,F,31,Single,No,Sometimes,Human Resources,4,Life Sciences,3,2,3,Manufacturing Director,476,40,14015,13618,4,No,25,4,80,2,2,4,7,0,2,7
IDRD217,Kristen,F,40,Divorced,No,Sometimes,Research & Development,3,Life Sciences,4,3,4,Healthcare Representative,522,69,11875,9553,4,No,11,3,80,2,4,5,2,0,2,9
IDSL243,Kristi,F,51,Divorced,No,No,Sales,3,Marketing,2,3,3,Sales Executive,657,59,10629,22646,4,No,12,3,80,2,4,21,8,5,10,1
IDRD765,Kristie,F,28,Divorced,No,Mostly,Research & Development,1,Medical,4,3,1,Research Scientist,369,66,1394,3681,6,Yes,15,3,80,3,3,1,0,0,0,6
IDRD253,Kristin,F,35,Married,Yes,Sometimes,Research & Development,1,Life Sciences,4,1,3,Manufacturing Director,723,60,3491,26053,1,No,12,3,80,0,2,14,6,1,7,2
IDRD320,Kristina,F,41,Married,No,Sometimes,Research & Development,3,Life Sciences,1,2,3,Sales Executive,1479,63,13664,5687,3,No,15,3,80,2,2,20,16,13,8,8
IDRD460,Kristine,F,33,Divorced,No,Mostly,Research & Development,3,Life Sciences,3,3,3,Research Director,610,73,10251,26273,1,No,12,3,80,3,2,5,1,1,3,9
IDRD551,Kristopher,M,44,Married,No,Sometimes,Research & Development,2,Medical,1,3,5,Research Director,260,95,13323,18178,6,No,11,3,80,3,2,7,4,0,6,5
IDRD504,Kristy,F,27,Single,Yes,Sometimes,Research & Development,1,Life Sciences,2,1,1,Laboratory Technician,596,76,2284,13982,1,No,16,3,80,4,1,1,0,0,0,9
IDSL229,Krystal,F,55,Married,No,Sometimes,Sales,4,Life Sciences,4,3,3,Sales Executive,438,97,1200,21953,6,No,14,3,80,2,3,5,4,1,2,4
IDHR031,Kurt,M,45,Divorced,No,No,Human Resources,4,Life Sciences,1,3,3,Sales Executive,231,80,19210,13413,2,No,11,3,80,2,3,5,1,0,7,7
IDRD741,Kyla,F,51,Single,No,Mostly,Research & Development,4,Other,4,3,1,Research Scientist,703,95,2375,10293,1,No,12,3,80,3,3,6,5,2,3,9
IDRD080,Kyle,M,34,Married,No,No,Research & Development,5,Life Sciences,1,3,3,Manufacturing Director,1150,94,7938,23825,4,No,18,3,80,2,3,9,0,0,0,15
IDHR048,Kylee,F,51,Married,No,No,Human Resources,1,Life Sciences,4,4,5,Manager,543,52,16451,26914,3,Yes,14,3,80,4,2,1,0,0,0,18
IDRD915,Kyler,M,43,Divorced,No,Sometimes,Research & Development,4,Life Sciences,1,2,5,Healthcare Representative,375,91,10530,2137,4,No,13,3,80,2,4,7,3,0,1,9
IDSL188,Kylie,F,38,Married,No,Sometimes,Sales,2,Life Sciences,4,3,3,Sales Executive,1439,69,9432,9616,1,No,18,3,80,2,1,8,7,0,1,4
IDSL386,Kyra,F,31,Divorced,Yes,Sometimes,Sales,5,Marketing,4,3,2,Sales Executive,658,72,5074,17823,4,Yes,13,3,80,2,2,7,7,7,7,1
IDRD608,Lacey,F,34,Single,No,Mostly,Research & Development,4,Technical Degree,4,1,1,Research Scientist,1286,30,2379,19978,3,No,16,3,80,3,3,2,2,1,0,9
IDRD822,Laila,F,51,Single,Yes,Sometimes,Research & Development,1,Medical,1,2,2,Manufacturing Director,1007,92,5459,2269,3,No,21,4,80,2,2,1,0,0,0,1
IDRD858,Lamar,M,32,Married,No,Sometimes,Research & Development,3,Other,4,3,3,Research Director,1297,81,15493,24115,1,No,13,3,80,3,2,22,8,15,11,16
IDHR047,Lana,F,32,Single,No,Sometimes,Human Resources,4,Medical,3,3,1,Laboratory Technician,111,52,3985,11193,1,Yes,15,3,80,5,3,0,0,0,8,9
IDSL196,Lance,M,36,Single,No,Sometimes,Sales,1,Medical,2,3,3,Sales Executive,571,35,17992,26862,1,No,15,3,80,3,2,18,7,1,9,8
IDRD302,Landon,M,29,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,Laboratory Technician,887,93,3211,8307,1,No,13,3,80,2,1,1,7,1,0,4
IDHR057,Lane,M,28,Single,No,Sometimes,Human Resources,3,Medical,3,3,1,Sales Representative,177,59,2191,13983,1,No,11,3,80,3,3,3,2,0,2,5
IDRD935,Lara,F,38,Single,No,Mostly,Research & Development,4,Life Sciences,3,3,2,Research Scientist,1495,40,4485,9960,0,No,12,3,80,5,3,5,2,1,3,8
IDRD045,Larry,M,18,Divorced,No,Mostly,Research & Development,2,Life Sciences,3,3,1,Research Scientist,480,54,2071,26933,1,No,11,3,80,0,3,4,1,1,2,8
IDRD889,Latasha,F,36,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,1,Laboratory Technician,504,42,2140,6059,3,No,23,4,80,2,3,2,2,1,2,2
IDRD662,Latoya,F,32,Divorced,No,Sometimes,Research & Development,3,Medical,2,3,1,Laboratory Technician,1222,85,3917,24351,0,No,25,4,80,5,3,5,2,0,4,1
IDSL019,Laura,F,52,Married,No,Mostly,Sales,3,Medical,3,3,4,Manager,126,96,19271,15740,2,No,14,3,80,4,2,32,9,8,10,21
IDSL328,Laurel,F,42,Divorced,No,Sometimes,Sales,3,Medical,2,1,3,Sales Executive,1127,70,10080,21825,6,Yes,21,4,80,5,3,5,3,0,1,24
IDRD085,Lauren,F,45,Divorced,No,Sometimes,Research & Development,3,Medical,3,3,2,Healthcare Representative,919,68,6767,2125,3,No,23,4,80,2,3,9,3,9,0,2
IDRD760,Laurence,M,50,Married,No,Mostly,Research & Development,2,Life Sciences,1,3,2,Manufacturing Director,1229,33,7419,6636,1,No,14,3,80,4,1,0,0,0,0,1
IDRD288,Laurie,F,30,Divorced,No,Sometimes,Research & Development,2,Life Sciences,4,3,1,Laboratory Technician,910,44,2479,19369,1,No,23,4,80,2,3,8,4,0,0,1
IDRD745,Laverne,F,34,Single,No,Sometimes,Research & Development,4,Life Sciences,4,3,2,Research Scientist,184,30,2108,20418,1,No,13,3,80,1,2,19,7,2,0,7
IDRD090,Lawrence,M,37,Married,No,Sometimes,Research & Development,2,Medical,2,2,2,Research Scientist,144,40,2753,14897,4,No,12,3,80,3,2,1,0,0,0,1
IDSL226,Layla,F,36,Single,Yes,Sometimes,Sales,4,Other,3,2,2,Sales Executive,353,62,6158,14714,1,Yes,14,3,80,3,3,10,4,0,1,1
IDSL421,Lea,F,35,Divorced,No,Sometimes,Sales,2,Life Sciences,4,3,2,Sales Executive,1295,39,5056,23709,3,Yes,25,4,80,0,3,3,2,0,2,20
IDRD214,Leah,F,30,Married,No,Sometimes,Research & Development,3,Technical Degree,3,4,1,Research Scientist,1482,60,2382,16570,3,No,13,3,80,4,3,5,0,0,4,3
IDSL389,Leanne,F,21,Single,Yes,Mostly,Sales,4,Life Sciences,4,3,1,Sales Representative,1376,49,2682,15105,1,No,12,3,80,5,3,5,3,0,2,1
IDRD570,Lee,M,56,Single,Yes,Mostly,Sales,3,Marketing,4,1,5,Manager,1361,48,18499,13792,4,Yes,21,4,80,3,2,33,6,5,8,1
IDSL094,Lee,F,42,Married,No,No,Research & Development,3,Life Sciences,3,4,4,Manager,111,95,19724,25221,6,No,15,3,80,2,4,1,0,0,0,4
IDRD756,Leigh,F,58,Divorced,No,Sometimes,Research & Development,2,Life Sciences,3,3,2,Manufacturing Director,1180,88,6332,23454,9,No,11,3,80,2,3,1,0,0,0,8
IDRD698,Leila,F,36,Divorced,No,Mostly,Research & Development,3,Medical,2,3,2,Manufacturing Director,680,37,7376,23035,9,Yes,14,3,80,0,3,3,2,1,3,13
IDRD883,Leilani,F,44,Single,No,Sometimes,Research & Development,3,Medical,4,3,2,Research Scientist,1041,94,1441,16773,3,Yes,14,3,80,4,2,6,2,0,2,11
IDRD750,Lela,F,29,Single,No,No,Research & Development,2,Life Sciences,4,3,2,Laboratory Technician,791,62,4266,17125,1,Yes,22,4,80,3,1,6,2,0,3,4
IDRD627,Leland,M,39,Divorced,No,Sometimes,Research & Development,4,Medical,3,3,2,Research Scientist,228,80,5767,14744,2,No,19,3,80,3,4,3,2,5,2,4
